_id,date,url,title,price
ObjectId(5874c41f2514974aa0191704),2017-01-10,http://bj.58.com/shouji/27799399925197x.shtml,"【图】
        个人出售九五新三星土豪金s7edge - 北京二手手机 - 北京58同城",3500
ObjectId(5874c41f25149736a833afbd),2016-12-16,http://bj.58.com/shouji/28401895593385x.shtml,"【图】
        苹果6 正品行货 16G 支持验机 - 北京二手手机 - 北京58同城",1300
ObjectId(5874c41f251497470c22101f),2016-12-23,http://bj.58.com/shouji/28475556578383x.shtml,"【图】
        苹果6plus国行64G 配件齐全 - 北京二手手机 - 北京58同城",1800
ObjectId(5874c42025149736a833afbe),2016-12-29,http://bj.58.com/shouji/28542690333378x.shtml,"【图】
        苹果6 正品行货 16G 支持验机 - 北京二手手机 - 北京58同城",1300
ObjectId(5874c420251497514085c3e0),2016-12-16,http://bj.58.com/shouji/28399090166195x.shtml,"【图】
        苹果6 正品行货 16G 支持验机 - 北京二手手机 - 北京58同城",1300
ObjectId(5874c4202514974aa0191705),2017-01-10,http://bj.58.com/shouji/28676899345217x.shtml,"【图】
        苹果6Splus 64G 国行 全国联保 支持验机 - 北京二手手机 - 北京58同城",2800
ObjectId(5874c420251497470c221020),2016-12-23,http://bj.58.com/shouji/28475569136433x.shtml,"【图】
        苹果7 国行 128G 正品行货 - 北京二手手机 - 北京58同城",3500
ObjectId(5874c420251497470c221021),2016-12-23,http://bj.58.com/shouji/28475587827400x.shtml,"【图】
        三星S7edge 国行32G 黑色 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c420251497514085c3e1),2016-12-16,http://bj.58.com/shouji/28399163255868x.shtml,"【图】
        分期.以旧换新W2016.2015.7plus.7.S7edge正品国行支持验机 - 北京二手手机 - 北京58同城",4500
ObjectId(5874c42025149736a833afbf),2016-12-29,http://bj.58.com/shouji/28043474076611x.shtml,"【图】
        三星s5 G9009 - 北京二手手机 - 北京58同城",1100
ObjectId(5874c4202514974aa0191706),2017-01-10,http://bj.58.com/shouji/28676886103487x.shtml,"【图】
        苹果6S 64G国行 三网通 支持验机 95成新 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c420251497514085c3e2),2016-12-13,http://bj.58.com/shouji/28364114740277x.shtml,"【图】
        红米note4高配64 - 北京二手手机 - 北京58同城",736
ObjectId(5874c420251497470c221022),2016-12-23,http://bj.58.com/shouji/28475541414730x.shtml,"【图】
        苹果6Splus国行64G全国联保配件齐全 - 北京二手手机 - 北京58同城",3000
ObjectId(5874c42025149736a833afc0),2016-12-29,http://bj.58.com/shouji/28542716982734x.shtml,"【图】
        苹果6S 使用5个月 国行 全国联保 支持验机 - 北京二手手机 - 北京58同城",2500
ObjectId(5874c4202514974aa0191707),2017-01-10,http://bj.58.com/shouji/28556498693581x.shtml,"【图】
        苹果5c苹果5c - 北京二手手机 - 北京58同城",750
ObjectId(5874c420251497514085c3e3),2016-12-13,http://bj.58.com/shouji/28170011972546x.shtml,"【图】
        红米note4高配3+64。关联note3S华为苹果三 - 北京二手手机 - 北京58同城",748
ObjectId(5874c42025149736a833afc1),2016-12-29,http://bj.58.com/shouji/28542802820792x.shtml,"【图】
        三星W2016 国行 全国联保 支持售后验机 - 北京二手手机 - 北京58同城",4500
ObjectId(5874c420251497470c221023),2016-12-23,http://bj.58.com/shouji/28475432846914x.shtml,"【图】
        苹果6 金色 16G 正品行货 支持验机 - 北京二手手机 - 北京58同城",1300
ObjectId(5874c4212514974aa0191708),2016-12-15,http://bj.58.com/shouji/28386188644294x.shtml,"【图】
        全新手机分期付款 - 北京二手手机 - 北京58同城",1500
ObjectId(5874c421251497470c221024),2016-12-20,http://bj.58.com/shouji/28438899666765x.shtml,"【图】
        苹果6sp64G4500刚买不到一月 - 北京二手手机 - 北京58同城",4500
ObjectId(5874c421251497514085c3e4),2016-12-13,http://bj.58.com/shouji/28364044482896x.shtml,"【图】
        乐视2，x620 全网通，3+32的关联小米红米联想 - 北京二手手机 - 北京58同城",668
ObjectId(5874c42125149736a833afc2),2016-12-29,http://bj.58.com/shouji/28542786542006x.shtml,"【图】
        三星W2015 正品行货.95成新.可置换 - 北京二手手机 - 北京58同城",2500
ObjectId(5874c4212514974aa0191709),2016-12-15,http://bj.58.com/shouji/28385890371753x.shtml,"【图】
        苹果7plus 128G 正品行货 可以验机 - 北京二手手机 - 北京58同城",4000
ObjectId(5874c421251497514085c3e5),2016-12-24,http://bj.58.com/shouji/28485339302720x.shtml,"【图】
        三星S7edge黑色 95成新 正品行货 4G 支持验货 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c42125149736a833afc3),2016-12-29,http://bj.58.com/shouji/28542735177402x.shtml,"【图】
        苹果6Splus 国行64G 全国联保 支持验机 - 北京二手手机 - 北京58同城",2800
ObjectId(5874c421251497470c221025),2016-12-20,http://bj.58.com/shouji/28377731007541x.shtml,"【图】
        苹果6sP金色64G - 北京二手手机 - 北京58同城",4500
ObjectId(5874c4212514974aa019170a),2016-12-15,http://bj.58.com/shouji/28386093752497x.shtml,"【图】
        苹果6plus 国行 没修过 二手正品行货 - 北京二手手机 - 北京58同城",1700
ObjectId(5874c421251497514085c3e6),2016-12-29,http://bj.58.com/shouji/28542776720947x.shtml,"【图】
        三星S6edge+ 32G 国行 使用3.4个月 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c4212514974aa019170b),2016-12-15,http://bj.58.com/shouji/28386228120781x.shtml,"【图】
        苹果6plus 使用4.5个月 正品行货 - 北京二手手机 - 北京58同城",2500
ObjectId(5874c42125149736a833afc4),2016-12-29,http://bj.58.com/shouji/28542757341358x.shtml,"【图】
        苹果7plus 128G 正品行货 可以验机 - 北京二手手机 - 北京58同城",4500
ObjectId(5874c421251497470c221026),2016-12-29,http://bj.58.com/shouji/28541984424010x.shtml,"【图】
        苹果6Splus 国行64G 金色 支持验机 - 北京二手手机 - 北京58同城",2800
ObjectId(5874c422251497514085c3e7),2016-12-29,http://bj.58.com/shouji/28542698840500x.shtml,"【图】
        苹果6plus 国行 没修过 二手正品行货 - 北京二手手机 - 北京58同城",1600
ObjectId(5874c422251497470c221027),2016-12-29,http://bj.58.com/shouji/28542011244366x.shtml,"【图】
        苹果7plus国行128G磨砂黑 支持验机 - 北京二手手机 - 北京58同城",4500
ObjectId(5874c42225149736a833afc5),2016-12-18,http://bj.58.com/shouji/28424091468495x.shtml,"【图】
        出手自用全新手机 - 北京二手手机 - 北京58同城",3200
ObjectId(5874c4222514974aa019170c),2016-12-15,http://bj.58.com/shouji/28385920497348x.shtml,"【图】
        三星W2016 国行 全国联保 支持售后验机 - 北京二手手机 - 北京58同城",4500
ObjectId(5874c422251497470c221028),2016-12-29,http://bj.58.com/shouji/28542037332304x.shtml,"【图】
        三星S7edge 国行32G 黑色 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c422251497514085c3e8),2016-12-29,http://bj.58.com/shouji/28542767223751x.shtml,"【图】
        三星S7edge 95成新 正品行货 4G 支持验货 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c42225149736a833afc6),2016-12-28,http://bj.58.com/shouji/28530218284972x.shtml,"【图】
        苹果手机6出售 - 北京二手手机 - 北京58同城",1600
ObjectId(5874c4222514974aa019170d),2016-12-15,http://bj.58.com/shouji/28386111671754x.shtml,"【图】
        苹果6S 使用3.4个月 国行 全国联保 支持验机 - 北京二手手机 - 北京58同城",2500
ObjectId(5874c422251497470c221029),2016-12-26,http://bj.58.com/shouji/28507892956751x.shtml,"【图】
        三星S7edge 95成新 正品行货 4G 支持验货 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c42225149736a833afc7),2016-12-28,http://bj.58.com/shouji/22927167177249x.shtml,"【图】
        白色 夏普 SH7218U 原装主配 无拆无修 - 北京二手手机 - 北京58同城",650
ObjectId(5874c422251497514085c3e9),2016-12-29,http://bj.58.com/shouji/28542745275706x.shtml,"【图】
        苹果7 正品行货 支持验机 配件齐全 - 北京二手手机 - 北京58同城",3500
ObjectId(5874c4222514974aa019170e),2016-12-15,http://bj.58.com/shouji/28386143425449x.shtml,"【图】
        年底低价出售苹果三星(分期零利息)支持二手置换以旧换新尽在旗舰商城 - 北京二手手机 - 北京58同城",1600
ObjectId(5874c423251497514085c3ea),2016-12-14,http://bj.58.com/shouji/28377371267024x.shtml,"【图】
        转让一部苹果7plus - 北京二手手机 - 北京58同城",6000
ObjectId(5874c4232514974aa019170f),2016-12-15,http://bj.58.com/shouji/28386150760875x.shtml,"【图】
        三星S7edge 95成新 正品行货 4G 支持验货 - 北京二手手机 - 北京58同城",2500
ObjectId(5874c42325149736a833afc8),2016-12-20,http://bj.58.com/shouji/28430229538474x.shtml,"【图】
        高价收售苹果6plus三星S7华为P9plus苹果7oppoR9S小米手机 - 北京二手手机 - 北京58同城",3400
ObjectId(5874c423251497470c22102a),2016-12-26,http://bj.58.com/shouji/28507831387573x.shtml,"【图】
        苹果6S 国行 三网通 支持验机 95成新 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c4232514974aa0191710),2016-12-15,http://bj.58.com/shouji/28234286122796x.shtml,"【图】
        个人个人个人99新小米M2内存16G - 北京二手手机 - 北京58同城",350
ObjectId(5874c423251497470c22102b),2016-12-26,http://bj.58.com/shouji/28507883529806x.shtml,"【图】
        苹果7plus 128G 正品行货 可以验机 - 北京二手手机 - 北京58同城",4000
ObjectId(5874c42325149736a833afc9),2016-12-20,http://bj.58.com/shouji/28434612572492x.shtml,"【图】
        北京上门收售oppo手机vivo手机华为小米手机ipad平板电脑 - 北京二手手机 - 北京58同城",3600
ObjectId(5874c423251497514085c3eb),2016-12-14,http://bj.58.com/shouji/28377287415977x.shtml,"【图】
        出售oppo. R7手机 - 北京二手手机 - 北京58同城",900
ObjectId(5874c423251497470c22102c),2016-12-29,http://bj.58.com/shouji/28543088525124x.shtml,"【图】
        北京上门收售苹果6P三星s7华为小米手机ipad平板电脑 - 北京二手手机 - 北京58同城",2600
ObjectId(5874c4232514974aa0191711),2016-12-31,http://bj.58.com/shouji/28565482120638x.shtml,"【图】
        OPPO R9pius 全新未使用过 - 北京二手手机 - 北京58同城",3300
ObjectId(5874c42325149736a833afca),2016-12-20,http://bj.58.com/shouji/28436277912497x.shtml,"【图】
        北京上门收售OPPO手机vivo手机三星苹果华为小米手机 - 北京二手手机 - 北京58同城",3600
ObjectId(5874c423251497514085c3ec),2016-12-14,http://bj.58.com/shouji/28377449510469x.shtml,"【图】
        国行苹果5手机电信版 便宜出售 - 北京二手手机 - 北京58同城",500
ObjectId(5874c4242514974aa0191712),2016-12-31,http://bj.58.com/shouji/28565213619904x.shtml,"【图】
        年底清仓特价S7edge二手正品行货95成新支持验机 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c424251497470c22102d),2016-12-29,http://bj.58.com/shouji/28543238485556x.shtml,"【图】
        苹果6plus 64G 国行 正品行货 支持验机 - 北京二手手机 - 北京58同城",1600
ObjectId(5874c42425149736a833afcb),2016-12-27,http://bj.58.com/shouji/28518954434364x.shtml,"【图】
        苹果6 金色 国行 95成新 支持验机 - 北京二手手机 - 北京58同城",1300
ObjectId(5874c424251497514085c3ed),2016-12-22,http://bj.58.com/shouji/28467151346616x.shtml,"【图】
        转让 美图M6S 手机一部 全新未拆封 - 北京二手手机 - 北京58同城",2399
ObjectId(5874c4242514974aa0191713),2016-12-22,http://bj.58.com/shouji/28465211389875x.shtml,"【图】
        苹果6plus 64G 正品行货 支持验机 二手置换 - 北京二手手机 - 北京58同城",1800
ObjectId(5874c42425149736a833afcc),2016-12-27,http://bj.58.com/shouji/28518995872976x.shtml,"【图】
        三星S7edge 国行32G 黑色 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c424251497470c22102e),2016-12-29,http://bj.58.com/shouji/28543047636686x.shtml,"【图】
        北京上门收售三星s7苹果6P华为小米手机ipad平板电脑 - 北京二手手机 - 北京58同城",2800
ObjectId(5874c424251497514085c3ee),2016-12-20,http://bj.58.com/shouji/28443568918710x.shtml,"【图】
        二手 9.5新 三星S7 - 北京二手手机 - 北京58同城",1600
ObjectId(5874c424251497514085c3ef),2016-12-20,http://bj.58.com/shouji/28443745226189x.shtml,"【图】
        二手iPhone 6 64G 九成新 - 北京二手手机 - 北京58同城",1800
ObjectId(5874c424251497470c22102f),2016-12-29,http://bj.58.com/shouji/28543228012202x.shtml,"【图】
        苹果6 金色 国行 95成新 支持验机 - 北京二手手机 - 北京58同城",1300
ObjectId(5874c42425149736a833afcd),2016-12-27,http://bj.58.com/shouji/28518962044612x.shtml,"【图】
        苹果6plus国行 配件齐全 支持验机 - 北京二手手机 - 北京58同城",1500
ObjectId(5874c4242514974aa0191714),2016-12-22,http://bj.58.com/shouji/28366329828681x.shtml,"【图】
        iphone6 - 北京二手手机 - 北京58同城",1800
ObjectId(5874c425251497470c221030),2016-12-29,http://bj.58.com/shouji/28543247048650x.shtml,"【图】
        苹果6S 金色 配件齐全 支持验机 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c4252514974aa0191715),2016-12-22,http://bj.58.com/shouji/28465131627956x.shtml,"【图】
        苹果6 正品行货 16G 支持验机 - 北京二手手机 - 北京58同城",1300
ObjectId(5874c425251497514085c3f0),2016-12-13,http://bj.58.com/shouji/28367404157755x.shtml,"【图】
        苹果6Splus 使用4.5个月 国行 全国联保 - 北京二手手机 - 北京58同城",3000
ObjectId(5874c42525149736a833afce),2016-12-27,http://bj.58.com/shouji/28513151275715x.shtml,"【图】
        苹果6Splus 国行64G 金色 支持验机 - 北京二手手机 - 北京58同城",2800
ObjectId(5874c425251497470c221031),2016-12-29,http://bj.58.com/shouji/28543258918185x.shtml,"【图】
        苹果6Splus 国行64G 金色 支持验机 - 北京二手手机 - 北京58同城",3000
ObjectId(5874c42525149736a833afcf),2016-12-27,http://bj.58.com/shouji/28518989550411x.shtml,"【图】
        苹果6S 金色 配件齐全 支持验机 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c425251497514085c3f1),2016-12-13,http://bj.58.com/shouji/28367422528561x.shtml,"【图】
        三星S6edge+ 32G 国行 使用3.4个月 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c4252514974aa0191716),2016-12-27,http://bj.58.com/shouji/28524860314954x.shtml,"【图】
        苹果6plus 64G 国行 正品行货 支持验机 - 北京二手手机 - 北京58同城",1600
ObjectId(5874c425251497470c221032),2016-12-29,http://bj.58.com/shouji/28543267506998x.shtml,"【图】
        苹果7 国行 128G 正品行货 - 北京二手手机 - 北京58同城",3500
ObjectId(5874c42525149736a833afd0),2016-12-27,http://bj.58.com/shouji/28519004332342x.shtml,"【图】
        三星S6edge+ 正品行货 支持验机 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c425251497514085c3f2),2016-12-13,http://bj.58.com/shouji/28367394526541x.shtml,"【图】
        苹果6S 使用3.4个月 国行 全国联保 支持验机 - 北京二手手机 - 北京58同城",2500
ObjectId(5874c4252514974aa0191717),2016-12-27,http://bj.58.com/shouji/28524951113423x.shtml,"【图】
        苹果7 国行 128G 正品行货 - 北京二手手机 - 北京58同城",3500
ObjectId(5874c425251497470c221033),2016-12-30,http://bj.58.com/shouji/28552203823678x.shtml,"【图】
        三星S7edge 国行32G 黑色 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c42525149736a833afd1),2016-12-23,http://bj.58.com/shouji/28398343432397x.shtml,"【图】
        苹果5s9成新挥泪转让 - 北京二手手机 - 北京58同城",1150
ObjectId(5874c425251497514085c3f3),2016-12-13,http://bj.58.com/shouji/28367369387706x.shtml,"【图】
        苹果6使用4.5个月 全国联保16G 支持验机 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c4252514974aa0191718),2016-12-27,http://bj.58.com/shouji/28503225161003x.shtml,"【图】
        4800诚心卖 只限当面 - 北京二手手机 - 北京58同城",4800
ObjectId(5874c426251497470c221034),2016-12-30,http://bj.58.com/shouji/28543029330866x.shtml,"【图】
        北京上门收售oppo手机vivo手机华为小米手机ipad平板电脑 - 北京二手手机 - 北京58同城",3800
ObjectId(5874c42625149736a833afd2),2017-01-02,http://bj.58.com/shouji/28586370704848x.shtml,"【图】
        三星手机实体店面分期 20分钟拿机 - 北京二手手机 - 北京58同城",5880
ObjectId(5874c426251497514085c3f4),2016-12-13,http://bj.58.com/shouji/28367431481921x.shtml,"【图】
        苹果7plus 128G 正品行货 可以验机 - 北京二手手机 - 北京58同城",4000
ObjectId(5874c4262514974aa0191719),2016-12-27,http://bj.58.com/shouji/28524935096369x.shtml,"【图】
        苹果6S 金色 配件齐全 支持验机 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c426251497470c221035),2016-12-30,http://bj.58.com/shouji/28551916275250x.shtml,"【图】
        苹果6正品行货全国联保 - 北京二手手机 - 北京58同城",1300
ObjectId(5874c426251497514085c3f5),2016-12-13,http://bj.58.com/shouji/28367414885431x.shtml,"【图】
        三星S7edge 95成新 正品行货 4G 支持验货 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c42625149736a833afd3),2017-01-02,http://bj.58.com/shouji/28586384113085x.shtml,"【图】
        苹果6 正品行货 16G 支持验机 - 北京二手手机 - 北京58同城",1300
ObjectId(5874c4262514974aa019171a),2016-12-27,http://bj.58.com/shouji/28524977018671x.shtml,"【图】
        三星S7edge 国行32G 金色 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c426251497470c221036),2016-12-30,http://bj.58.com/shouji/28552191958475x.shtml,"【图】
        苹果7plus国行128G磨砂黑 支持验机 - 北京二手手机 - 北京58同城",4500
ObjectId(5874c42625149736a833afd4),2017-01-02,http://bj.58.com/shouji/28586401887916x.shtml,"【图】
        苹果6plus 国行 没修过 二手正品行货 - 北京二手手机 - 北京58同城",1500
ObjectId(5874c426251497514085c3f6),2016-12-17,http://bj.58.com/shouji/28326311163953x.shtml,"【图】
        出原装iphone6Plus/16G九成新/靓子 - 北京二手手机 - 北京58同城",2100
ObjectId(5874c426251497470c221037),2016-12-30,http://bj.58.com/shouji/28547119387842x.shtml,"【图】
        苹果6Splus 国行64G 金色 支持验机 - 北京二手手机 - 北京58同城",3000
ObjectId(5874c4262514974aa019171b),2016-12-27,http://bj.58.com/shouji/28512708217784x.shtml,"【图】
        诚心要的来 真心卖 - 北京二手手机 - 北京58同城",4500
ObjectId(5874c42725149736a833afd5),2017-01-02,http://bj.58.com/shouji/28586597605044x.shtml,"【图】
        三星W2016 - 北京二手手机 - 北京58同城",5200
ObjectId(5874c427251497514085c3f7),2016-12-24,http://bj.58.com/shouji/28479177237826x.shtml,"【图】
        小米note顶配双网通，自用机，现在换手机了所以底价出 - 北京二手手机 - 北京58同城",600
ObjectId(5874c427251497470c221038),2016-12-30,http://bj.58.com/shouji/28552028784443x.shtml,"【图】
        苹果6plus 国行64G 金色 支持验机 - 北京二手手机 - 北京58同城",1600
ObjectId(5874c4272514974aa019171c),2016-12-27,http://bj.58.com/shouji/28524942803392x.shtml,"【图】
        苹果6Splus 国行64G 金色 支持验机 - 北京二手手机 - 北京58同城",3000
ObjectId(5874c42725149736a833afd6),2017-01-02,http://bj.58.com/shouji/28586424831054x.shtml,"【图】
        苹果6S 国行 三网通 支持验机 95成新 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c427251497514085c3f8),2016-12-24,http://bj.58.com/shouji/28479738972329x.shtml,"【图】
        苹果7plus国行128G磨砂黑 支持验机 - 北京二手手机 - 北京58同城",4500
ObjectId(5874c427251497470c221039),2016-12-30,http://bj.58.com/shouji/28551940773840x.shtml,"【图】
        苹果6S 金色 配件齐全 支持验机 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c4272514974aa019171d),2016-12-26,http://bj.58.com/shouji/27701510458676x.shtml,"【图】
        高价回收二手置换苹果三星系列(分期付款零利息)当面验机器 - 北京二手手机 - 北京58同城",6200
ObjectId(5874c42725149736a833afd7),2016-12-22,http://bj.58.com/shouji/28463556984776x.shtml,"【图】
        北京上门收售oppo手机vivo手机华为小米手机ipad平板电脑 - 北京二手手机 - 北京58同城",3600
ObjectId(5874c427251497514085c3f9),2016-12-24,http://bj.58.com/shouji/28479488443713x.shtml,"【图】
        红米顶配版，帮朋友代售，低价处理， - 北京二手手机 - 北京58同城",1300
ObjectId(5874c427251497470c22103a),2016-12-30,http://bj.58.com/shouji/28552168731314x.shtml,"【图】
        苹果7 国行 128G 正品行货 - 北京二手手机 - 北京58同城",3500
ObjectId(5874c4272514974aa019171e),2016-12-24,http://bj.58.com/shouji/27854551135289x.shtml,"【图】
        苹果7苹果7plusiphone7iphone7plus - 北京二手手机 - 北京58同城",4500
ObjectId(5874c42725149736a833afd8),2016-12-22,http://bj.58.com/shouji/28442466167878x.shtml,"【图】
        高价收售三星S7苹果7plus华为mate8oppoR9小米note2苹果6 - 北京二手手机 - 北京58同城",3600
ObjectId(5874c427251497514085c3fa),2016-12-24,http://bj.58.com/shouji/28486457134160x.shtml,"【图】
        苹果6 金色 16G 正品行货 支持验机 - 北京二手手机 - 北京58同城",1300
ObjectId(5874c428251497470c22103b),2016-12-20,http://bj.58.com/shouji/28445804691519x.shtml,"【图】
        华为荣耀8吴亦凡签名版 - 北京二手手机 - 北京58同城",2300
ObjectId(5874c4282514974aa019171f),2016-12-24,http://bj.58.com/shouji/27871666669136x.shtml,"【图】
        s7edge - 北京二手手机 - 北京58同城",3988
ObjectId(5874c428251497514085c3fb),2017-01-04,http://bj.58.com/shouji/28599530905659x.shtml,"【图】
        苹果7plus 128G 磨砂黑 国行 - 北京二手手机 - 北京58同城",4500
ObjectId(5874c42825149736a833afd9),2016-12-22,http://bj.58.com/shouji/28463700152656x.shtml,"【图】
        TCL手机 全键盘上网手机诚意转让买就送 - 北京二手手机 - 北京58同城",60
ObjectId(5874c428251497470c22103c),2016-12-20,http://bj.58.com/shouji/28446112903605x.shtml,"【图】
        三星S6edge+ 正品行货 支持验机 - 北京二手手机 - 北京58同城",1800
ObjectId(5874c4282514974aa0191720),2016-12-24,http://bj.58.com/shouji/28444227305934x.shtml,"【图】
        苹果6s plus - 北京二手手机 - 北京58同城",2699
ObjectId(5874c42825149736a833afda),2016-12-22,http://bj.58.com/shouji/28390092878388x.shtml,"【图】
        OPPO R9Splus - 北京二手手机 - 北京58同城",3200
ObjectId(5874c428251497514085c3fc),2017-01-04,http://bj.58.com/shouji/28606533963950x.shtml,"【图】
        苹果6 金色 16G 正品行货 支持验机 - 北京二手手机 - 北京58同城",1300
ObjectId(5874c428251497470c22103d),2016-12-20,http://bj.58.com/shouji/28445979929911x.shtml,"【图】
        苹果6plus国行64G 配件齐全 - 北京二手手机 - 北京58同城",1600
ObjectId(5874c428251497470c22103e),2016-12-20,http://bj.58.com/shouji/28446074707247x.shtml,"【图】
        苹果7plus国行128G磨砂黑 支持验机 - 北京二手手机 - 北京58同城",4000
ObjectId(5874c4282514974aa0191721),2016-12-14,http://bj.58.com/shouji/28377059485384x.shtml,"【图】
        三星W2016 正品行货 全国联保 - 北京二手手机 - 北京58同城",4500
ObjectId(5874c42825149736a833afdb),2016-12-30,http://bj.58.com/shouji/26076911091917x.shtml,"【图】
        爱立信398经典 - 北京二手Lumia 800 - 北京58同城",400
ObjectId(5874c428251497514085c3fd),2016-12-18,http://bj.58.com/shouji/28425054041028x.shtml,"【图】
        苹果6S国行灰色支持验机 - 北京二手手机 - 北京58同城",2500
ObjectId(5874c4292514974aa0191722),2016-12-14,http://bj.58.com/shouji/28376998248903x.shtml,"【图】
        苹果6S国行 金色 支持验机 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c42925149736a833afdc),2016-12-30,http://bj.58.com/shouji/28555425176899x.shtml,"【图】
        苹果6S 国行 三网通 支持验机 95成新 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c429251497470c22103f),2016-12-22,http://bj.58.com/shouji/28463900822983x.shtml,"【图】
        9成新 个人自用苹果 iPhone6Plus 金色国行 16g 国行 - 北京二手手机 - 北京58同城",2280
ObjectId(5874c429251497514085c3fe),2016-12-18,http://bj.58.com/shouji/28425016641333x.shtml,"【图】
        苹果6 金色 16G 正品行货 支持验机 - 北京二手手机 - 北京58同城",1300
ObjectId(5874c4292514974aa0191723),2016-12-14,http://bj.58.com/shouji/28376847607628x.shtml,"【图】
        上门收售三星S7华为mate8小米note2苹果6S三星苹果手机 - 北京二手手机 - 北京58同城",3600
ObjectId(5874c42925149736a833afdd),2016-12-30,http://bj.58.com/shouji/28555280768072x.shtml,"【图】
        苹果6plus 64G 国行 正品行货 支持验机 - 北京二手手机 - 北京58同城",1500
ObjectId(5874c429251497470c221040),2016-12-22,http://bj.58.com/shouji/28465064520523x.shtml,"【图】
        转让6PLUS - 北京二手手机 - 北京58同城",2000
ObjectId(5874c429251497514085c3ff),2016-12-18,http://bj.58.com/shouji/28424796510021x.shtml,"【图】
        vivo x6a - 北京二手手机 - 北京58同城",900
ObjectId(5874c4292514974aa0191724),2016-12-14,http://bj.58.com/shouji/28377043883450x.shtml,"【图】
        三星W2015 国行 正品行货 - 北京二手手机 - 北京58同城",2500
ObjectId(5874c42925149736a833afde),2016-12-30,http://bj.58.com/shouji/28555386002486x.shtml,"【图】
        苹果6 金色 16G 正品行货 支持验机 - 北京二手手机 - 北京58同城",1300
ObjectId(5874c429251497470c221041),2016-12-22,http://bj.58.com/shouji/28465036785866x.shtml,"【图】
        苹果6 正品行货 支持验机 - 北京二手手机 - 北京58同城",1300
ObjectId(5874c429251497514085c400),2016-12-18,http://bj.58.com/shouji/28424910211914x.shtml,"【图】
        北京高价上门收售苹果6p三星s6华为小米手机ipad平板电脑 - 北京二手手机 - 北京58同城",2600
ObjectId(5874c42a2514974aa0191725),2016-12-14,http://bj.58.com/shouji/28376833395403x.shtml,"【图】
        高价收售苹果7三星S7华为P9oppoR9小米5S苹果6Splus - 北京二手手机 - 北京58同城",4300
ObjectId(5874c42a25149736a833afdf),2016-12-30,http://bj.58.com/shouji/28555388693548x.shtml,"【图】
        苹果6 正品行货 16G 支持验机 - 北京二手手机 - 北京58同城",1300
ObjectId(5874c42a251497514085c401),2016-12-18,http://bj.58.com/shouji/28270033037238x.shtml,"【图】
        华为4X电信版4G - 北京二手手机 - 北京58同城",400
ObjectId(5874c42a251497470c221042),2016-12-22,http://bj.58.com/shouji/28456074890165x.shtml,"【图】
        6splus 64国行 - 北京二手手机 - 北京58同城",4200
ObjectId(5874c42a2514974aa0191726),2016-12-14,http://bj.58.com/shouji/28377014623951x.shtml,"【图】
        三星S7edge 国行32G 金色 - 北京二手手机 - 北京58同城",2000
ObjectId(5874c42a25149736a833afe0),2016-12-30,http://bj.58.com/shouji/28555409154099x.shtml,"【图】
        苹果6plus 正品行货 支持验机 - 北京二手手机 - 北京58同城",1500
ObjectId(5874c42a251497514085c402),2016-12-18,http://bj.58.com/shouji/28424873745462x.shtml,"【图】
        北京上门收售三星s67苹果6p华为小米手机ipad平板电脑 - 北京二手手机 - 北京58同城",2600
ObjectId(5874c42a251497470c221043),2016-12-22,http://bj.58.com/shouji/28464815642316x.shtml,"【图】
        vivo X6 - 北京二手手机 - 北京58同城",900
ObjectId(5874c42a2514974aa0191727),2016-12-16,http://bj.58.com/shouji/28377757254069x.shtml,"【图】
        北京上门收售OPPO手机vivo手机三星苹果华为小米手机 - 北京二手手机 - 北京58同城",3600
ObjectId(5874c42a25149736a833afe1),2016-12-30,http://bj.58.com/shouji/28554591277386x.shtml,"【图】
        苹果6s玫瑰金 - 北京二手手机 - 北京58同城",2600
ObjectId(5874c42a251497514085c403),2016-12-18,http://bj.58.com/shouji/28425046279104x.shtml,"【图】
        苹果6Splus 国行64G 金色 支持验机 - 北京二手手机 - 北京58同城",3000
ObjectId(5874c42a251497470c221044),2016-12-22,http://bj.58.com/shouji/28452413580209x.shtml,"【图】
        苹果6plus 国行 没修过 二手正品行货 - 北京二手手机 - 北京58同城",1600
